lat,lon,fecha_actual,mes_pronostico,valor,variable
-32.0,-58.0,2025-12-01,6,114.54,precipitacion_acumulada
-32.0,-57.0,2025-12-01,1,97.58,precipitacion_acumulada
-32.0,-57.0,2025-12-01,2,116.13,precipitacion_acumulada
-32.0,-57.0,2025-12-01,3,126.54,precipitacion_acumulada
-32.0,-57.0,2025-12-01,4,130.96,precipitacion_acumulada
-32.0,-57.0,2025-12-01,5,116.27,precipitacion_acumulada
-32.0,-57.0,2025-12-01,6,125.0,precipitacion_acumulada
-32.0,-56.0,2025-12-01,1,101.38,precipitacion_acumulada
-32.0,-56.0,2025-12-01,2,118.48,precipitacion_acumulada
-32.0,-56.0,2025-12-01,3,120.52,precipitacion_acumulada
-32.0,-56.0,2025-12-01,4,120.9,precipitacion_acumulada
-32.0,-56.0,2025-12-01,5,108.56,precipitacion_acumulada
-32.0,-56.0,2025-12-01,6,124.06,precipitacion_acumulada
-31.0,-65.0,2025-12-01,1,126.81,precipitacion_acumulada
-31.0,-65.0,2025-12-01,2,97.31,precipitacion_acumulada
-31.0,-65.0,2025-12-01,3,110.23,precipitacion_acumulada
-31.0,-65.0,2025-12-01,4,90.14,precipitacion_acumulada
-31.0,-65.0,2025-12-01,5,67.28,precipitacion_acumulada
-31.0,-65.0,2025-12-01,6,43.04,precipitacion_acumulada
-31.0,-64.0,2025-12-01,1,134.67,precipitacion_acumulada
-31.0,-64.0,2025-12-01,2,102.4,precipitacion_acumulada
-31.0,-64.0,2025-12-01,3,120.71,precipitacion_acumulada
-31.0,-64.0,2025-12-01,4,99.62,precipitacion_acumulada
-31.0,-64.0,2025-12-01,5,76.15,precipitacion_acumulada
-31.0,-64.0,2025-12-01,6,48.77,precipitacion_acumulada
-31.0,-63.0,2025-12-01,1,124.77,precipitacion_acumulada
-31.0,-63.0,2025-12-01,2,96.23,precipitacion_acumulada
-31.0,-63.0,2025-12-01,3,118.82,precipitacion_acumulada
-31.0,-63.0,2025-12-01,4,104.31,precipitacion_acumulada
-31.0,-63.0,2025-12-01,5,87.27,precipitacion_acumulada
-31.0,-63.0,2025-12-01,6,59.16,precipitacion_acumulada
-31.0,-62.0,2025-12-01,1,124.55,precipitacion_acumulada
-31.0,-62.0,2025-12-01,2,96.68,precipitacion_acumulada
-31.0,-62.0,2025-12-01,3,123.95,precipitacion_acumulada
-31.0,-62.0,2025-12-01,4,115.02,precipitacion_acumulada
-31.0,-62.0,2025-12-01,5,106.58,precipitacion_acumulada
-31.0,-62.0,2025-12-01,6,74.67,precipitacion_acumulada
-31.0,-61.0,2025-12-01,1,121.77,precipitacion_acumulada
-31.0,-61.0,2025-12-01,2,104.13,precipitacion_acumulada
-31.0,-61.0,2025-12-01,3,123.07,precipitacion_acumulada
-31.0,-61.0,2025-12-01,4,120.31,precipitacion_acumulada
-31.0,-61.0,2025-12-01,5,114.51,precipitacion_acumulada
-31.0,-61.0,2025-12-01,6,86.92,precipitacion_acumulada
-31.0,-60.0,2025-12-01,1,115.32,precipitacion_acumulada
-31.0,-60.0,2025-12-01,2,108.4,precipitacion_acumulada
-31.0,-60.0,2025-12-01,3,122.04,precipitacion_acumulada
-31.0,-60.0,2025-12-01,4,129.24,precipitacion_acumulada
-31.0,-60.0,2025-12-01,5,116.39,precipitacion_acumulada
-31.0,-60.0,2025-12-01,6,101.36,precipitacion_acumulada
-31.0,-59.0,2025-12-01,1,108.96,precipitacion_acumulada
-31.0,-59.0,2025-12-01,2,113.18,precipitacion_acumulada
-31.0,-59.0,2025-12-01,3,128.66,precipitacion_acumulada
-31.0,-59.0,2025-12-01,4,136.39,precipitacion_acumulada
-31.0,-59.0,2025-12-01,5,120.82,precipitacion_acumulada
-31.0,-59.0,2025-12-01,6,114.28,precipitacion_acumulada
-31.0,-58.0,2025-12-01,1,101.63,precipitacion_acumulada
-31.0,-58.0,2025-12-01,2,120.33,precipitacion_acumulada
-31.0,-58.0,2025-12-01,3,133.87,precipitacion_acumulada
-31.0,-58.0,2025-12-01,4,139.76,precipitacion_acumulada
-31.0,-58.0,2025-12-01,5,126.49,precipitacion_acumulada
-31.0,-58.0,2025-12-01,6,126.66,precipitacion_acumulada
-31.0,-57.0,2025-12-01,1,102.79,precipitacion_acumulada
-31.0,-57.0,2025-12-01,2,127.54,precipitacion_acumulada
-31.0,-57.0,2025-12-01,3,133.53,precipitacion_acumulada
-31.0,-57.0,2025-12-01,4,137.62,precipitacion_acumulada
-31.0,-57.0,2025-12-01,5,128.41,precipitacion_acumulada
-31.0,-57.0,2025-12-01,6,140.02,precipitacion_acumulada
-31.0,-56.0,2025-12-01,1,106.62,precipitacion_acumulada
-31.0,-56.0,2025-12-01,2,129.95,precipitacion_acumulada
-31.0,-56.0,2025-12-01,3,127.47,precipitacion_acumulada
-31.0,-56.0,2025-12-01,4,127.46,precipitacion_acumulada
-31.0,-56.0,2025-12-01,5,120.62,precipitacion_acumulada
-31.0,-56.0,2025-12-01,6,139.11,precipitacion_acumulada
-30.0,-65.0,2025-12-01,1,137.07,precipitacion_acumulada
-30.0,-65.0,2025-12-01,2,108.72,precipitacion_acumulada
-30.0,-65.0,2025-12-01,3,117.74,precipitacion_acumulada
-30.0,-65.0,2025-12-01,4,96.61,precipitacion_acumulada
-30.0,-65.0,2025-12-01,5,67.2,precipitacion_acumulada
-30.0,-65.0,2025-12-01,6,45.91,precipitacion_acumulada
-30.0,-64.0,2025-12-01,1,135.66,precipitacion_acumulada
-30.0,-64.0,2025-12-01,2,105.22,precipitacion_acumulada
-30.0,-64.0,2025-12-01,3,122.65,precipitacion_acumulada
-30.0,-64.0,2025-12-01,4,110.42,precipitacion_acumulada
-30.0,-64.0,2025-12-01,5,80.96,precipitacion_acumulada
-30.0,-64.0,2025-12-01,6,48.62,precipitacion_acumulada
-30.0,-63.0,2025-12-01,1,125.74,precipitacion_acumulada
-30.0,-63.0,2025-12-01,2,99.05,precipitacion_acumulada
-30.0,-63.0,2025-12-01,3,120.79,precipitacion_acumulada
-30.0,-63.0,2025-12-01,4,115.18,precipitacion_acumulada
-30.0,-63.0,2025-12-01,5,92.24,precipitacion_acumulada
-30.0,-63.0,2025-12-01,6,59.12,precipitacion_acumulada
-30.0,-62.0,2025-12-01,1,119.94,precipitacion_acumulada
-30.0,-62.0,2025-12-01,2,99.18,precipitacion_acumulada
-30.0,-62.0,2025-12-01,3,120.93,precipitacion_acumulada
-30.0,-62.0,2025-12-01,4,119.41,precipitacion_acumulada
-30.0,-62.0,2025-12-01,5,106.44,precipitacion_acumulada
-30.0,-62.0,2025-12-01,6,72.45,precipitacion_acumulada
-30.0,-61.0,2025-12-01,1,117.13,precipitacion_acumulada
-30.0,-61.0,2025-12-01,2,106.69,precipitacion_acumulada
-30.0,-61.0,2025-12-01,3,120.07,precipitacion_acumulada
-30.0,-61.0,2025-12-01,4,124.81,precipitacion_acumulada
-30.0,-61.0,2025-12-01,5,114.5,precipitacion_acumulada
-30.0,-61.0,2025-12-01,6,84.84,precipitacion_acumulada
-30.0,-60.0,2025-12-01,1,115.6,precipitacion_acumulada
-30.0,-60.0,2025-12-01,2,114.69,precipitacion_acumulada
-30.0,-60.0,2025-12-01,3,126.94,precipitacion_acumulada
-30.0,-60.0,2025-12-01,4,135.89,precipitacion_acumulada
-30.0,-60.0,2025-12-01,5,127.79,precipitacion_acumulada
-30.0,-60.0,2025-12-01,6,102.64,precipitacion_acumulada
-30.0,-59.0,2025-12-01,1,109.22,precipitacion_acumulada
-30.0,-59.0,2025-12-01,2,119.55,precipitacion_acumulada
-30.0,-59.0,2025-12-01,3,133.63,precipitacion_acumulada
-30.0,-59.0,2025-12-01,4,143.08,precipitacion_acumulada
-30.0,-59.0,2025-12-01,5,132.28,precipitacion_acumulada
-30.0,-59.0,2025-12-01,6,115.72,precipitacion_acumulada
-30.0,-58.0,2025-12-01,1,108.37,precipitacion_acumulada
-30.0,-58.0,2025-12-01,2,129.04,precipitacion_acumulada
-30.0,-58.0,2025-12-01,3,139.31,precipitacion_acumulada
-30.0,-58.0,2025-12-01,4,147.93,precipitacion_acumulada
-30.0,-58.0,2025-12-01,5,134.68,precipitacion_acumulada
-30.0,-58.0,2025-12-01,6,134.47,precipitacion_acumulada
-30.0,-57.0,2025-12-01,1,109.53,precipitacion_acumulada
-30.0,-57.0,2025-12-01,2,136.35,precipitacion_acumulada
-30.0,-57.0,2025-12-01,3,138.98,precipitacion_acumulada
-30.0,-57.0,2025-12-01,4,145.78,precipitacion_acumulada
-30.0,-57.0,2025-12-01,5,136.6,precipitacion_acumulada
-30.0,-57.0,2025-12-01,6,148.02,precipitacion_acumulada
-30.0,-56.0,2025-12-01,1,114.78,precipitacion_acumulada
-30.0,-56.0,2025-12-01,2,143.35,precipitacion_acumulada
-30.0,-56.0,2025-12-01,3,135.36,precipitacion_acumulada
-30.0,-56.0,2025-12-01,4,137.19,precipitacion_acumulada
-30.0,-56.0,2025-12-01,5,133.3,precipitacion_acumulada
-30.0,-56.0,2025-12-01,6,162.89,precipitacion_acumulada
